Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,variant,variant-index,creator,lifecycle:transition,workgroup,Resource,Activity
Case 2154,Resolve ticket,Value 1,2011-09-26 08:02:43.000,Variant 8,8,Variant 8,8,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 2154,Closed,Value 1,2011-10-25 09:31:08.000,Variant 8,8,Variant 8,8,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2154,END,artificial,2011-10-25 09:31:08.001,Variant 8,8,Variant 8,8,Fluxicon Disco,complete,,,
Case 2155,START,artificial,2010-09-17 13:09:35.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2155,Assign seriousness,Value 1,2010-09-17 13:09:35.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 9,Assign seriousness
Case 2155,Take in charge ticket,Value 1,2010-09-22 10:25:48.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2155,Resolve ticket,Value 1,2010-09-22 10:31:27.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2155,Closed,Value 1,2010-10-31 14:10:58.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2155,END,artificial,2010-10-31 14:10:58.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2156,START,artificial,2013-05-24 11:58:46.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2156,Assign seriousness,Value 1,2013-05-24 11:58:46.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 14,Assign seriousness
Case 2156,Take in charge ticket,Value 1,2013-06-25 12:55:15.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2156,Resolve ticket,Value 1,2013-06-25 14:36:33.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2156,Closed,Value 1,2013-07-10 14:36:44.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 2156,END,artificial,2013-07-10 14:36:44.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2157,START,artificial,2013-04-04 15:41:02.999,Variant 8,8,Variant 8,8,Fluxicon Disco,complete,,,
Case 2157,Assign seriousness,Value 1,2013-04-04 15:41:02.999,Variant 8,8,Variant 8,8,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2157,Resolve ticket,Value 1,2013-05-02 08:11:19.000,Variant 8,8,Variant 8,8,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2157,Resolve ticket,Value 1,2013-05-02 08:11:19.000,Variant 8,8,Variant 8,8,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2157,Closed,Value 1,2013-05-17 08:11:40.000,Variant 8,8,Variant 8,8,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 2157,END,artificial,2013-05-17 08:11:40.001,Variant 8,8,Variant 8,8,Fluxicon Disco,complete,,,
Case 2158,START,artificial,2011-12-12 09:25:27.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2158,Assign seriousness,Value 1,2011-12-12 09:25:27.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2158,Take in charge ticket,Value 1,2011-12-12 09:25:38.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 2158,Resolve ticket,Value 1,2011-12-12 13:16:12.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2158,Closed,Value 1,2012-01-27 09:30:23.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2158,END,artificial,2012-01-27 09:30:23.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2159,START,artificial,2010-09-07 09:00:28.999,Variant 63,63,Variant 63,63,Fluxicon Disco,complete,,,
Case 2159,Insert ticket,Value 2,2010-09-07 09:00:28.999,Variant 63,63,Variant 63,63,Fluxicon Disco,complete,Value 2,Value 7,Insert ticket
Case 2159,Assign seriousness,Value 2,2010-09-07 09:05:25.000,Variant 63,63,Variant 63,63,Fluxicon Disco,complete,Value 2,Value 7,Assign seriousness
Case 2159,Assign seriousness,Value 2,2010-09-07 09:10:55.000,Variant 63,63,Variant 63,63,Fluxicon Disco,complete,Value 2,Value 7,Assign seriousness
Case 2159,Assign seriousness,Value 2,2010-09-07 14:16:33.000,Variant 63,63,Variant 63,63,Fluxicon Disco,complete,Value 2,Value 2,Assign seriousness
Case 2159,Take in charge ticket,Value 2,2010-09-09 11:58:32.000,Variant 63,63,Variant 63,63,Fluxicon Disco,complete,Value 2,Value 16,Take in charge ticket
Case 2159,Resolve ticket,Value 2,2010-09-09 11:58:44.000,Variant 63,63,Variant 63,63,Fluxicon Disco,complete,Value 2,Value 16,Resolve ticket
Case 2159,Closed,Value 2,2010-10-23 09:10:28.000,Variant 63,63,Variant 63,63,Fluxicon Disco,complete,Value 2,Value 5,Closed
Case 2159,END,artificial,2010-10-23 09:10:28.001,Variant 63,63,Variant 63,63,Fluxicon Disco,complete,,,
Case 2160,START,artificial,2012-06-12 09:55:16.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2160,Assign seriousness,Value 1,2012-06-12 09:55:16.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2160,Take in charge ticket,Value 1,2012-06-14 13:25:14.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 10,Take in charge ticket
Case 2160,Resolve ticket,Value 1,2012-06-14 13:25:26.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 10,Resolve ticket
Case 2160,Closed,Value 1,2012-07-13 10:00:26.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2160,END,artificial,2012-07-13 10:00:26.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2161,START,artificial,2011-06-21 14:43:10.999,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,,,
Case 2161,Assign seriousness,Value 1,2011-06-21 14:43:10.999,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 8,Assign seriousness
Case 2161,Assign seriousness,Value 1,2011-06-21 14:43:35.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 8,Assign seriousness
Case 2161,Take in charge ticket,Value 1,2011-06-27 08:00:16.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 13,Take in charge ticket
Case 2161,Resolve ticket,Value 1,2011-06-27 09:23:39.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 13,Resolve ticket
Case 2161,Closed,Value 1,2011-07-22 14:50:27.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2161,END,artificial,2011-07-22 14:50:27.001,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,,,
Case 2162,START,artificial,2011-04-18 07:20:43.999,Variant 158,158,Variant 158,158,Fluxicon Disco,complete,,,
Case 2162,Assign seriousness,Value 2,2011-04-18 07:20:43.999,Variant 158,158,Variant 158,158,Fluxicon Disco,complete,Value 2,Value 9,Assign seriousness
Case 2162,Wait,Value 2,2011-04-18 15:02:34.000,Variant 158,158,Variant 158,158,Fluxicon Disco,complete,Value 2,Value 6,Wait
Case 2162,Wait,Value 2,2011-04-18 15:02:35.000,Variant 158,158,Variant 158,158,Fluxicon Disco,complete,Value 2,Value 6,Wait
Case 2162,Take in charge ticket,Value 2,2011-04-20 08:29:23.000,Variant 158,158,Variant 158,158,Fluxicon Disco,complete,Value 2,Value 6,Take in charge ticket
Case 2162,Resolve ticket,Value 2,2011-04-20 08:29:53.000,Variant 158,158,Variant 158,158,Fluxicon Disco,complete,Value 2,Value 6,Resolve ticket
Case 2162,Closed,Value 2,2011-06-11 08:30:27.000,Variant 158,158,Variant 158,158,Fluxicon Disco,complete,Value 2,Value 5,Closed
Case 2162,END,artificial,2011-06-11 08:30:27.001,Variant 158,158,Variant 158,158,Fluxicon Disco,complete,,,
Case 2163,START,artificial,2013-01-15 17:06:46.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 2163,Assign seriousness,Value 1,2013-01-15 17:06:46.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2163,Take in charge ticket,Value 1,2013-01-15 17:07:56.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2163,Wait,Value 1,2013-01-22 14:27:25.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 1,Wait
Case 2163,Resolve ticket,Value 1,2013-02-04 16:34:02.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2163,Closed,Value 1,2013-02-19 16:34:17.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 2163,END,artificial,2013-02-19 16:34:17.001,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 2164,START,artificial,2012-01-23 16:00:51.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2164,Assign seriousness,Value 1,2012-01-23 16:00:51.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Assign seriousness
Case 2164,Take in charge ticket,Value 1,2012-01-23 16:48:20.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 13,Take in charge ticket
Case 2164,Resolve ticket,Value 1,2012-01-25 14:44:46.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 13,Resolve ticket
Case 2164,Closed,Value 1,2012-02-23 16:10:42.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2164,END,artificial,2012-02-23 16:10:42.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2165,START,artificial,2010-10-05 15:38:25.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2165,Assign seriousness,Value 1,2010-10-05 15:38:25.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 2165,Take in charge ticket,Value 1,2010-10-05 15:38:39.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2165,Resolve ticket,Value 1,2010-10-06 08:31:22.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2165,Closed,Value 1,2010-11-05 16:40:15.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2165,END,artificial,2010-11-05 16:40:15.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2166,START,artificial,2011-08-30 14:57:03.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2166,Assign seriousness,Value 1,2011-08-30 14:57:03.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 13,Assign seriousness
Case 2166,Take in charge ticket,Value 1,2011-09-01 16:15:56.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2166,Resolve ticket,Value 1,2011-09-09 13:00:29.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2166,Closed,Value 1,2011-10-28 15:00:48.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2166,END,artificial,2011-10-28 15:00:48.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2167,START,artificial,2012-07-31 14:49:53.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2167,Assign seriousness,Value 1,2012-07-31 14:49:53.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2167,Take in charge ticket,Value 1,2012-07-31 14:50:12.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 2167,Resolve ticket,Value 1,2012-08-28 13:08:20.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 13,Resolve ticket
Case 2167,Closed,Value 1,2012-09-12 13:08:35.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 2167,END,artificial,2012-09-12 13:08:35.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2168,START,artificial,2013-04-12 13:42:28.999,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,,,
Case 2168,Assign seriousness,Value 1,2013-04-12 13:42:28.999,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2168,Take in charge ticket,Value 1,2013-04-26 08:04:34.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 2168,Wait,Value 1,2013-04-29 10:49:07.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 9,Wait
Case 2168,Wait,Value 1,2013-04-30 10:36:00.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 9,Wait
Case 2168,Resolve ticket,Value 1,2013-04-30 10:36:32.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 2168,Closed,Value 1,2013-05-15 10:36:47.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 2168,END,artificial,2013-05-15 10:36:47.001,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,,,
Case 2169,START,artificial,2010-09-13 16:24:20.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2169,Assign seriousness,Value 2,2010-09-13 16:24:20.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 7,Assign seriousness
Case 2169,Take in charge ticket,Value 2,2010-09-15 15:27:15.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 16,Take in charge ticket
Case 2169,Resolve ticket,Value 2,2010-09-15 16:33:31.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 16,Resolve ticket
Case 2169,Closed,Value 2,2010-10-27 16:01:01.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 5,Closed
Case 2169,END,artificial,2010-10-27 16:01:01.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2170,START,artificial,2011-12-27 10:18:11.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 2170,Assign seriousness,Value 1,2011-12-27 10:18:11.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2170,Take in charge ticket,Value 1,2012-01-03 08:59:46.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 2170,Wait,Value 1,2012-01-05 14:41:40.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 9,Wait
Case 2170,Resolve ticket,Value 1,2012-01-09 11:15:45.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 2170,Closed,Value 1,2012-01-28 16:50:15.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2170,END,artificial,2012-01-28 16:50:15.001,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 2171,START,artificial,2012-07-06 14:12:40.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2171,Assign seriousness,Value 1,2012-07-06 14:12:40.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2171,Take in charge ticket,Value 1,2012-07-11 08:36:03.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 2171,Resolve ticket,Value 1,2012-07-11 12:45:29.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2171,Closed,Value 1,2012-08-08 14:20:29.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2171,END,artificial,2012-08-08 14:20:29.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2172,START,artificial,2013-07-22 10:27:56.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2172,Assign seriousness,Value 1,2013-07-22 10:27:56.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2172,Take in charge ticket,Value 1,2013-07-29 08:20:31.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2172,Resolve ticket,Value 1,2013-08-22 15:32:49.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Resolve ticket
Case 2172,Closed,Value 1,2013-09-06 15:32:59.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 2172,END,artificial,2013-09-06 15:32:59.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2173,START,artificial,2010-04-21 12:38:39.999,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,,,
Case 2173,Assign seriousness,Value 3,2010-04-21 12:38:39.999,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 3,Value 2,Assign seriousness
Case 2173,Take in charge ticket,Value 3,2010-04-26 09:24:02.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 3,Value 16,Take in charge ticket
Case 2173,Wait,Value 3,2010-04-26 12:25:34.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 3,Value 16,Wait
Case 2173,Take in charge ticket,Value 3,2010-05-18 14:01:17.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 3,Value 16,Take in charge ticket
Case 2173,Resolve ticket,Value 3,2010-05-18 15:45:39.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 3,Value 16,Resolve ticket
Case 2173,Closed,Value 3,2010-06-02 15:45:58.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 3,Value 5,Closed
Case 2173,END,artificial,2010-06-02 15:45:58.001,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,,,
Case 2174,START,artificial,2012-05-04 10:53:09.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2174,Assign seriousness,Value 1,2012-05-04 10:53:09.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2174,Take in charge ticket,Value 1,2012-05-07 08:25:55.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 13,Take in charge ticket
Case 2174,Resolve ticket,Value 1,2012-05-11 11:01:40.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 13,Resolve ticket
Case 2174,Closed,Value 1,2012-06-21 11:00:22.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2174,END,artificial,2012-06-21 11:00:22.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2175,START,artificial,2010-07-01 07:29:34.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2175,Assign seriousness,Value 1,2010-07-01 07:29:34.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 19,Assign seriousness
Case 2175,Take in charge ticket,Value 1,2010-07-30 08:02:53.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 11,Take in charge ticket
Case 2175,Resolve ticket,Value 1,2010-07-30 08:03:02.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 11,Resolve ticket
Case 2175,Closed,Value 1,2010-08-29 08:03:26.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2175,END,artificial,2010-08-29 08:03:26.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2176,START,artificial,2013-01-11 11:27:45.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2176,Assign seriousness,Value 1,2013-01-11 11:27:45.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2176,Take in charge ticket,Value 1,2013-01-11 11:52:11.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2176,Resolve ticket,Value 1,2013-02-14 08:27:53.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2176,Closed,Value 1,2013-03-01 08:28:12.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 2176,END,artificial,2013-03-01 08:28:12.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2177,START,artificial,2013-04-30 09:25:08.999,Variant 36,36,Variant 36,36,Fluxicon Disco,complete,,,
Case 2177,Assign seriousness,Value 1,2013-04-30 09:25:08.999,Variant 36,36,Variant 36,36,Fluxicon Disco,complete,Value 1,Value 14,Assign seriousness
Case 2177,Wait,Value 1,2013-05-02 13:40:25.000,Variant 36,36,Variant 36,36,Fluxicon Disco,complete,Value 1,Value 1,Wait
Case 2177,Wait,Value 1,2013-05-02 13:40:26.000,Variant 36,36,Variant 36,36,Fluxicon Disco,complete,Value 1,Value 1,Wait
Case 2177,Resolve ticket,Value 1,2013-06-03 07:54:32.000,Variant 36,36,Variant 36,36,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2177,Closed,Value 1,2013-06-18 07:54:48.000,Variant 36,36,Variant 36,36,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 2177,END,artificial,2013-06-18 07:54:48.001,Variant 36,36,Variant 36,36,Fluxicon Disco,complete,,,
Case 2178,START,artificial,2011-10-05 14:48:51.999,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,,,
Case 2178,Assign seriousness,Value 1,2011-10-05 14:48:51.999,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2178,Resolve ticket,Value 1,2011-10-05 14:49:14.000,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2178,Closed,Value 1,2011-11-05 15:51:07.000,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2178,END,artificial,2011-11-05 15:51:07.001,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,,,
Case 2179,START,artificial,2011-09-20 08:01:12.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2179,Assign seriousness,Value 1,2011-09-20 08:01:12.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2179,Take in charge ticket,Value 1,2011-09-30 08:24:05.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 10,Take in charge ticket
Case 2179,Resolve ticket,Value 1,2011-10-11 15:34:50.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 13,Resolve ticket
Case 2179,Closed,Value 1,2011-11-10 16:35:09.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2179,END,artificial,2011-11-10 16:35:09.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2180,START,artificial,2011-11-30 10:37:45.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
